user_id,username,email,fecha_registro,pais,ciudad,nivel_verificacion,fecha_ultima_verificacion,estado_cuenta
102,macosta64_102,ogarcia@example.com,2024-12-30,Argentina,Mendoza,completo,2025-01-11,activa
103,federico7169_103,carmelacaceres@example.net,2023-07-11,Chile,Viña del Mar,basico,,activa
104,pedromolina93_104,luz-mariarivero@example.org,2024-09-15,Chile,Santiago,intermedio,2024-10-07,activa
105,lopezjulieta17_105,simon74@example.net,2024-04-24,Argentina,Buenos Aires,basico,,activa
106,gleiva53_106,mbenitez@example.org,2024-08-31,México,Puebla,intermedio,2024-09-24,activa
107,mponce34_107,benjamin39@example.net,2023-12-04,Argentina,Buenos Aires,intermedio,2023-12-12,activa
108,francofelicitas78_108,dante27@example.net,2024-04-17,Argentina,Córdoba,basico,,activa
109,lavila27_109,fgodoy@example.org,2024-05-28,México,Puebla,basico,,activa
110,vsosa45_110,valentina-25@example.com,2024-12-16,Argentina,Mendoza,completo,2024-12-22,activa
111,zgarcia19_111,medinajosefina@example.com,2024-10-09,Argentina,Mendoza,completo,2024-10-17,activa
112,valdezlola80_112,dominguezjuan-pablo@example.com,2024-04-24,Colombia,Barranquilla,completo,2024-05-20,suspendida
113,lopezguadalupe16_113,wmorales@example.org,2024-08-06,Argentina,Buenos Aires,basico,,activa
114,thiago-benjaminfernandez11_114,simon71@example.org,2024-08-31,Argentina,Tucumán,completo,2024-09-27,activa
115,palomasanchez40_115,molinacatalina@example.org,2024-12-09,Argentina,Buenos Aires,basico,,activa
116,pleiva72_116,guillerminavera@example.net,2024-07-27,Argentina,Córdoba,intermedio,2024-08-10,activa
117,renata7737_117,facundofernandez@example.org,2024-01-01,Chile,Viña del Mar,basico,,activa
118,santino-ezequielperez17_118,yromero@example.net,2023-07-05,Argentina,Mendoza,completo,2023-08-03,activa
119,tobias4410_119,cguzman@example.net,2023-07-05,Argentina,Córdoba,completo,2023-07-18,activa
120,jromero68_120,umedina@example.org,2024-08-20,Argentina,Mendoza,intermedio,2024-08-29,suspendida
121,francomartinez99_121,vgonzalez@example.com,2024-07-07,México,Monterrey,intermedio,2024-07-21,activa
122,qalvarez72_122,guillerminagonzalez@example.net,2024-11-02,Argentina,Tucumán,completo,2024-11-24,activa
123,tiziana7147_123,jgonzalez@example.com,2024-07-10,Chile,Valparaíso,completo,2024-07-17,activa
124,bautistavargas17_124,alma61@example.com,2024-10-14,Argentina,Córdoba,basico,,activa
125,omoyano79_125,chernandez@example.net,2023-07-05,Argentina,Tucumán,basico,,suspendida
126,martinezramiro50_126,mateo-joaquin16@example.org,2024-03-04,México,Ciudad de México,intermedio,2024-03-28,activa
127,acostajuliana16_127,gonzalezvioleta@example.com,2024-02-24,México,Ciudad de México,basico,,activa
128,thiago2374_128,yortiz@example.org,2024-09-25,Chile,Antofagasta,intermedio,2024-10-11,activa
129,joaquincabrera17_129,prios@example.com,2024-12-27,Chile,Antofagasta,completo,2025-01-02,activa
130,franciscogodoy33_130,aperez@example.com,2024-12-02,Argentina,Tucumán,completo,2024-12-05,suspendida
131,agostina2186_131,lleiva@example.com,2024-02-03,Argentina,Buenos Aires,basico,,suspendida
132,dledesma96_132,sofia67@example.org,2024-11-04,Colombia,Bogotá,basico,,activa
133,oliviasosa25_133,samuel40@example.net,2023-07-05,Argentina,Córdoba,completo,2023-07-18,activa
134,kperez84_134,bustosthiago-valentin@example.com,2023-07-29,Chile,Antofagasta,intermedio,2023-08-06,activa
135,sofiasosa15_135,julianperalta@example.net,2024-12-07,Colombia,Cartagena,basico,,activa
136,luciabarrios63_136,sanchezsimon@example.net,2024-06-14,Chile,Antofagasta,intermedio,2024-06-17,activa
137,maria-paz1482_137,thiago-valentin23@example.org,2024-06-14,México,Tijuana,basico,,activa
138,julia4243_138,uma-74@example.net,2024-01-22,Argentina,Tucumán,intermedio,2024-02-02,activa
139,luciana7150_139,zoemartinez@example.net,2024-09-30,Argentina,Córdoba,intermedio,2024-10-22,activa
140,zmartin43_140,catalina60@example.com,2024-07-10,Argentina,Córdoba,basico,,activa
141,medinafelicitas26_141,maria-victoria51@example.net,2024-12-29,México,Puebla,basico,,activa
142,agustinrios50_142,uma-31@example.net,2024-09-19,Argentina,Rosario,intermedio,2024-10-04,activa
143,tbustos11_143,cgomez@example.org,2024-03-31,Chile,Santiago,basico,,activa
144,maximo1182_144,angelinafernandez@example.com,2023-07-13,Argentina,Mendoza,intermedio,2023-08-02,activa
145,felicitas8678_145,antonioferreyra@example.com,2024-11-08,Argentina,Buenos Aires,completo,2024-11-11,activa
146,racuna43_146,ledesmadelfina@example.com,2024-10-21,Argentina,Córdoba,completo,2024-11-07,activa
147,iangomez54_147,manuel50@example.com,2024-12-07,México,Guadalajara,basico,,activa
148,santiago1741_148,dominguezsantino-benjamin@example.net,2024-06-30,Argentina,Buenos Aires,basico,,activa
149,rodriguezignacio46_149,maiadiaz@example.net,2024-09-07,Argentina,Rosario,basico,,activa
150,maria-victoriacorrea66_150,ignaciofernandez@example.net,2024-12-24,México,Guadalajara,basico,,activa
151,garciadylan-benjamin48_151,juan-pablofigueroa@example.org,2024-12-15,Argentina,Tucumán,basico,,activa
152,fernandezbenicio93_152,salvadorgonzalez@example.com,2024-10-11,Argentina,Tucumán,basico,,activa
153,fernandezciro95_153,villalbaagustin@example.com,2024-03-17,Argentina,Tucumán,intermedio,2024-03-18,activa
154,acostadelfina48_154,ojedanahuel@example.net,2023-10-02,México,Tijuana,basico,,activa
155,malena0027_155,bfarias@example.net,2024-04-27,Argentina,Buenos Aires,basico,,activa
156,aguirrenahuel24_156,mendozajuan-cruz@example.org,2024-09-03,Argentina,Rosario,basico,,activa
157,fernandezjulian80_157,olivia98@example.com,2024-04-28,México,Ciudad de México,basico,,activa
158,bgimenez44_158,ariasjuan-ignacio@example.net,2023-11-21,Argentina,Córdoba,basico,,activa
159,pedropaez36_159,uojeda@example.com,2024-09-16,Argentina,Rosario,intermedio,2024-10-06,activa
160,vicente5236_160,frodriguez@example.org,2024-10-07,Argentina,Rosario,basico,,activa
161,vgomez74_161,nina80@example.net,2024-10-21,Argentina,Rosario,basico,,activa
162,valentina-6516_162,uaguero@example.org,2024-06-10,Argentina,Mendoza,completo,2024-06-19,activa
163,juan-martin5191_163,felipesuarez@example.org,2024-08-15,México,Ciudad de México,basico,,activa
164,juan-gabriel5145_164,dante68@example.net,2024-12-07,Argentina,Mendoza,intermedio,2025-01-03,activa
165,cabreramilagros10_165,martina44@example.com,2024-08-01,Argentina,Buenos Aires,basico,,activa
166,benjamin2926_166,vrodriguez@example.net,2024-11-13,Argentina,Rosario,completo,2024-12-08,activa
167,gomezjulia30_167,vflores@example.org,2024-11-30,Argentina,Rosario,basico,,activa
168,josefina5980_168,cruzfelipe@example.net,2023-11-19,Argentina,Mendoza,basico,,activa
169,peraltavictoria11_169,csuarez@example.com,2023-07-05,Argentina,Mendoza,intermedio,2023-07-23,activa
170,delfina8119_170,pedro49@example.com,2024-01-05,Argentina,Buenos Aires,basico,,suspendida
171,martina6979_171,gonzalezjulieta@example.org,2024-06-16,Colombia,Medellín,basico,,activa
172,bautista-benjamingarcia57_172,gonzalezthiago-valentin@example.org,2024-11-02,Chile,Santiago,intermedio,2024-11-29,activa
173,oliviaquiroga80_173,bautista06@example.org,2024-09-23,México,Tijuana,basico,,activa
174,uayala65_174,tsilva@example.net,2024-07-15,Argentina,Córdoba,basico,,activa
175,zgarcia49_175,martinjoaquin@example.net,2024-09-04,Argentina,Córdoba,intermedio,2024-09-06,activa
176,xrivero15_176,benitezsantino@example.com,2024-12-06,Argentina,Rosario,basico,,activa
177,zpereyra97_177,thiago-valentin35@example.org,2024-03-08,Argentina,Rosario,completo,2024-03-15,activa
178,gutierrezjuan-ignacio23_178,mia-morenasosa@example.net,2024-07-22,Argentina,Córdoba,intermedio,2024-08-13,activa
179,emmafernandez81_179,joaquinfernandez@example.net,2023-09-11,Argentina,Rosario,basico,,activa
180,lopezthiago-nahuel29_180,kmedina@example.net,2024-05-09,Colombia,Barranquilla,completo,2024-05-29,activa
181,kcastillo30_181,santino-ezequiel52@example.com,2024-05-02,Chile,Valparaíso,basico,,activa
182,herreraagustin62_182,salvador58@example.org,2024-03-21,Argentina,Córdoba,completo,2024-04-19,activa
183,malena0032_183,ludmila11@example.net,2024-03-03,Argentina,Buenos Aires,basico,,activa
184,jmedina62_184,acostaalma-valentina@example.net,2023-12-20,México,Monterrey,intermedio,2024-01-15,activa
185,juan-cruzherrera30_185,ginoacosta@example.com,2024-10-07,Argentina,Córdoba,completo,2024-10-16,activa
186,gimenezjoaquin58_186,luciaolivera@example.net,2024-08-28,Argentina,Buenos Aires,basico,,activa
187,guadalupeavila70_187,vramirez@example.net,2024-08-12,Argentina,Buenos Aires,completo,2024-09-09,activa
188,cacereslara68_188,romerolautaro-benjamin@example.com,2023-08-14,Chile,Valparaíso,intermedio,2023-08-21,activa
189,valentina9249_189,catalina25@example.com,2024-03-22,México,Monterrey,basico,,activa
190,tfernandez13_190,sanchezthiago@example.com,2024-03-27,México,Guadalajara,intermedio,2024-04-04,activa
191,valentina-rivero61_191,morenopedro@example.com,2024-04-30,Argentina,Córdoba,basico,,activa
192,torresjoaquin18_192,almavazquez@example.org,2023-12-21,Argentina,Rosario,intermedio,2023-12-30,activa
193,angel-gabrielfernandez92_193,juan-gabriel18@example.net,2024-01-29,Argentina,Rosario,completo,2024-02-10,activa
194,dominguezthiago-lionel61_194,matiasfernandez@example.org,2024-12-02,Argentina,Tucumán,basico,,activa
195,joaquingonzalez13_195,amparo37@example.net,2024-06-30,Argentina,Tucumán,intermedio,2024-07-11,activa
196,gonzalo7343_196,josefinacorrea@example.com,2024-10-16,México,Ciudad de México,intermedio,2024-11-14,activa
197,guadalupeleiva43_197,smedina@example.com,2024-09-30,Argentina,Córdoba,completo,2024-10-19,activa
198,mmartin86_198,franciscarodriguez@example.com,2024-07-26,Argentina,Buenos Aires,completo,2024-07-30,activa
199,lautaro-benjamin1850_199,garciapaulina@example.com,2023-12-27,Argentina,Mendoza,intermedio,2024-01-08,activa
200,jbarrios75_200,ogomez@example.com,2023-09-28,Chile,Viña del Mar,intermedio,2023-10-18,activa
201,isabel6059_201,pgimenez@example.com,2024-07-17,México,Ciudad de México,basico,,activa
202,torresmartina42_202,mansillalara@example.org,2023-09-21,Argentina,Tucumán,intermedio,2023-09-28,activa
203,martinaavila65_203,iledesma@example.net,2024-02-07,Argentina,Buenos Aires,basico,,suspendida
204,aacosta78_204,gonzalezdelfina@example.org,2024-08-22,Argentina,Buenos Aires,completo,2024-09-08,activa
205,sgomez56_205,julietagonzalez@example.com,2024-10-19,Argentina,Córdoba,basico,,activa
206,frodriguez18_206,moralesdante@example.net,2024-10-01,Colombia,Barranquilla,basico,,activa
207,juanagonzalez50_207,emma62@example.net,2024-10-16,Argentina,Rosario,completo,2024-11-05,activa
208,pereyrabenicio48_208,alvarezvalentin@example.net,2024-09-14,México,Ciudad de México,basico,,activa
209,qchavez49_209,sosabautista@example.org,2024-09-25,Argentina,Tucumán,basico,,activa
210,vazquezabril51_210,valentino58@example.com,2024-07-04,Chile,Viña del Mar,basico,,activa
211,ludmilacastillo47_211,zmorales@example.org,2023-07-05,Argentina,Mendoza,intermedio,2023-07-28,activa
212,verajuan-david26_212,garciamartina@example.org,2023-07-05,Argentina,Tucumán,basico,,activa
213,sanchezjosefina95_213,iolivera@example.com,2024-04-26,Argentina,Córdoba,intermedio,2024-05-10,activa
214,martina3432_214,morena-jazmin05@example.com,2024-11-23,Argentina,Mendoza,completo,2024-12-15,activa
215,figueroalorenzo82_215,yvillalba@example.com,2024-12-19,Argentina,Tucumán,basico,,activa
216,guillerminaaguirre61_216,juan61@example.com,2024-09-18,México,Monterrey,basico,,activa
217,manuelsanchez10_217,romerojuana@example.com,2024-11-25,Argentina,Tucumán,intermedio,2024-12-22,activa
218,clopez36_218,tomas59@example.com,2024-11-05,Colombia,Cali,completo,2024-11-15,activa
219,luca0184_219,ztorres@example.net,2024-12-01,México,Puebla,basico,,activa
220,benjamin-alejandrofernandez51_220,egonzalez@example.org,2024-11-16,México,Tijuana,intermedio,2024-12-07,activa
221,guadalupe9066_221,agostinaduarte@example.com,2024-12-12,Argentina,Mendoza,intermedio,2024-12-27,activa
222,kcoronel75_222,juliaruiz@example.net,2024-11-13,México,Guadalajara,basico,,activa
223,valentina1031_223,guillerminaalvarez@example.net,2024-01-18,Argentina,Mendoza,basico,,activa
224,perezthiago-benjamin46_224,ndiaz@example.com,2024-11-20,Colombia,Bogotá,basico,,activa
225,idiaz91_225,acostatiziano-valentin@example.com,2024-12-15,Argentina,Tucumán,completo,2025-01-06,activa
226,correanahiara52_226,valentina-18@example.net,2024-07-27,Argentina,Tucumán,basico,,activa
227,uma2240_227,bianca13@example.org,2024-10-17,Argentina,Buenos Aires,completo,2024-11-13,activa
228,francescogonzalez38_228,valentin82@example.net,2024-11-05,Argentina,Rosario,basico,,activa
229,rodriguezcamila28_229,xpereyra@example.com,2024-09-19,México,Guadalajara,basico,,activa
230,gomezjosefina41_230,acostaagostina@example.com,2024-12-04,Argentina,Buenos Aires,completo,2024-12-06,activa
231,enzovargas88_231,camilofernandez@example.net,2024-03-17,Colombia,Barranquilla,basico,,activa
232,riveromaximo68_232,mateo53@example.com,2024-08-13,Argentina,Buenos Aires,basico,,activa
233,juan-gabriel4390_233,juan-ignacio49@example.net,2024-02-11,México,Puebla,basico,,activa
234,gimenezmateo99_234,joaquinmorales@example.net,2024-11-04,Chile,Antofagasta,intermedio,2024-11-11,activa
235,valentina-jazmin9061_235,rodriguezsantino-agustin@example.net,2024-07-30,Argentina,Mendoza,completo,2024-08-15,activa
236,jeremias9693_236,aguirrelucia@example.com,2024-02-17,Argentina,Córdoba,intermedio,2024-02-22,activa
237,jazmin6423_237,drodriguez@example.org,2023-11-13,Argentina,Buenos Aires,basico,,activa
238,dramirez32_238,almafernandez@example.net,2024-06-18,Colombia,Barranquilla,intermedio,2024-06-26,activa
239,abril5616_239,alejogutierrez@example.org,2024-10-06,Argentina,Tucumán,completo,2024-10-21,activa
240,emma1441_240,gmartinez@example.org,2024-05-04,Argentina,Tucumán,basico,,activa
241,rosario9627_241,luisinamendoza@example.com,2024-10-04,Argentina,Buenos Aires,intermedio,2024-10-19,activa
242,santiago2795_242,taguirre@example.com,2024-10-29,Argentina,Mendoza,basico,,activa
243,gomezfrancesca81_243,nmartin@example.net,2023-08-22,Argentina,Tucumán,basico,,activa
244,isabella4750_244,agarcia@example.org,2024-11-07,México,Tijuana,basico,,activa
245,qfernandez88_245,bautista-benjamin50@example.com,2024-07-21,Argentina,Mendoza,basico,,activa
246,ortizsantiago80_246,bautista87@example.net,2024-12-17,Argentina,Tucumán,intermedio,2024-12-31,activa
247,antonia9930_247,fernandezcatalina@example.com,2024-09-20,México,Puebla,basico,,activa
248,lautaro-benjamin5243_248,juan-martinruiz@example.org,2024-06-01,Argentina,Mendoza,completo,2024-06-16,activa
249,gonzalezluz-milagros91_249,jgutierrez@example.net,2024-12-14,Argentina,Córdoba,intermedio,2025-01-10,activa
250,ignaciocabrera76_250,francescarios@example.com,2024-09-16,Chile,Concepción,basico,,suspendida
251,bianca8840_251,tvega@example.com,2024-05-08,Argentina,Mendoza,intermedio,2024-05-29,activa
252,torresamparo19_252,ynunez@example.net,2024-01-26,Colombia,Cali,intermedio,2024-02-10,activa
253,lunathiago-benjamin40_253,joaquinnunez@example.org,2023-07-05,Argentina,Rosario,basico,,activa
254,rfernandez52_254,martinaduarte@example.org,2023-09-22,Chile,Concepción,basico,,activa
255,benjaminsanchez79_255,renatadiaz@example.net,2024-12-25,Argentina,Rosario,intermedio,2025-01-23,activa
256,vhernandez27_256,vegamaximo@example.net,2023-07-05,México,Ciudad de México,basico,,activa
257,mateo-joaquin7839_257,lsanchez@example.com,2024-01-31,Chile,Valparaíso,basico,,activa
258,manuel4929_258,plopez@example.com,2024-07-21,Argentina,Mendoza,completo,2024-08-13,activa
259,francisco4418_259,helenaaguirre@example.com,2024-05-31,Argentina,Córdoba,basico,,activa
260,lucas4452_260,silvajuan-pablo@example.com,2024-10-24,Argentina,Mendoza,intermedio,2024-11-07,activa
261,ivan2463_261,garciathiago-agustin@example.com,2024-07-08,Argentina,Tucumán,intermedio,2024-07-23,activa
262,vferreyra63_262,idiaz@example.com,2024-12-27,Colombia,Bogotá,intermedio,2025-01-03,activa
263,valentino9984_263,emmacarrizo@example.net,2024-08-18,Colombia,Barranquilla,basico,,activa
264,lucarodriguez83_264,eromero@example.org,2024-10-15,Chile,Santiago,intermedio,2024-11-12,cerrada
265,benjaminmolina71_265,lolamaidana@example.com,2024-07-07,México,Puebla,basico,,activa
266,wferreyra48_266,juan-cruz01@example.net,2024-09-25,Colombia,Bogotá,completo,2024-10-07,activa
267,mateo-benjaminmunoz63_267,avilajoaquin@example.org,2024-12-10,Argentina,Mendoza,intermedio,2025-01-07,activa
268,francocamila79_268,vlopez@example.com,2024-11-14,Argentina,Tucumán,basico,,activa
269,gonzaleztiziano38_269,soriaignacio@example.com,2024-09-22,Argentina,Tucumán,basico,,suspendida
270,ipaez44_270,zperez@example.org,2023-07-11,Argentina,Mendoza,intermedio,2023-07-19,activa
271,mateo7472_271,benjaminromero@example.com,2023-12-17,México,Puebla,basico,,activa
272,joaquinmendez59_272,grivero@example.com,2024-11-29,Chile,Santiago,basico,,activa
